st_id,duplicates,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,degree,in_degree,out_degree,level_popularity,community,artist_group,group,count
0K7K6pYpNBSlzeDx9vPVMB,1.0,Minh Hang,v-pop,,,,15.0,4924.0,20.0,131,69,62,8.0,1,,,184468.0
2wjsoWglhKBQVfjUGdth1y,1.0,Minh Tuyết,v-pop,vietnamese pop,,,39.0,78963.0,19.0,157,98,59,16.0,4,,,818876.0
7cmcZaAbbTZIKiqIBJ2ycu,1.0,Mỹ Linh,v-pop,vietnamese pop,,,29.0,56911.0,20.0,170,123,47,16.0,4,Pop 9x nhạc sang,8.0,135848.0
6mBgyEAtTJvNUpliO1Jnba,3.0,Ngoc Anh,vietnamese pop,,,,26.0,18231.0,18.0,193,145,48,16.0,4,,,77404.0
3POwJ3Emz9XTuljJmil7Sj,1.0,Anh Tu,v-pop,vietnamese pop,,,27.0,2786.0,20.0,126,79,47,16.0,4,Pop sến loại 1,14.0,72241.0
5DqmNLPM1kAbSBQk2FMm6b,1.0,Amanda Perez,hip pop,pop r&b,r&b,urban contemporary,44.0,439265.0,14.0,22,8,14,24.0,3,,,1.0
4DPEUF2kY7kVrbXX4Zgu7S,2.0,Bảo Thy,v-pop,,,,29.0,150770.0,20.0,176,121,55,16.0,1,V-pop Mainstream,6.0,383634.0
3jE3omiMICzqSeXFzLaPxH,1.0,Amaseffer,israeli metal,oriental metal,,,12.0,4160.0,7.0,8,1,7,8.0,14,,,1.0
4hVcxmC7igpot32EzQf7IR,1.0,Amel Larrieux,neo soul,r&b,urban contemporary,,42.0,249576.0,5.0,25,20,5,24.0,3,,,1.0
3pulcT2wt7FEG10lQlqDJL,1.0,Amon Amarth,death metal,melodic death metal,metal,power metal,62.0,926686.0,10.0,18,8,10,32.0,14,,,84.0
0QrowybipCKUDnq5y10PD2,1.0,Amos Lee,acoustic pop,indie folk,neo mellow,pop rock,61.0,439225.0,8.0,24,16,8,32.0,12,,,9.0
0fGVuq5ed21pM7iWwTcMyk,1.0,Amy Lee,,,,,55.0,364944.0,6.0,9,3,6,24.0,14,,,167.0
1hJuGCUpefX24GFmss9bjH,1.0,Amy Macdonald,scottish singer-songwriter,,,,61.0,431106.0,11.0,15,4,11,32.0,3,,,2.0
6Q192DXotxtaysaqNPy5yR,1.0,Amy Winehouse,british soul,indie r&b,neo soul,,74.0,8042961.0,16.0,40,12,28,32.0,3,,,175.0
24Wn81dwdDeTCuB1BWGoVJ,1.0,Hồ Ngọc Hà,v-pop,,,,37.0,438016.0,20.0,219,163,56,16.0,1,V-pop Mainstream,6.0,169778.0
3FwYnbtGNt8hJfjNuOfpeG,1.0,Ha Anh Tuan,v-pop,,,,47.0,782586.0,20.0,155,92,63,24.0,1,Pop Mainstream Vocal,12.0,937345.0
6xQUSqDu9uizDib9Ww47yO,1.0,Hien Thuc,v-pop,vietnamese pop,,,28.0,54941.0,20.0,218,158,60,16.0,1,Pop 9x thị trường,2.0,457056.0
5MibVKlWvof8lLAkOaaDmi,1.0,Hong Nhung,v-pop,vietnamese pop,,,29.0,88303.0,19.0,209,162,47,16.0,4,Pop 9x nhạc sang,8.0,144712.0
0DxYes5zk3LMaliyhYdXHN,2.0,Tran Thu Ha,v-pop,vietnamese pop,vietnamese singer-songwriter,,29.0,90063.0,19.0,237,189,48,16.0,4,Pop 9x nhạc sang,8.0,114517.0
0dIO7QytdTjDlQC3khV1kZ,1.0,Huy MC,,,,,9.0,13.0,16.0,35,8,27,8.0,4,,,4595.0
5T7yMTFnqRmP6glD2fukyj,1.0,Nhat Trung,,,,,6.0,119.0,12.0,41,16,25,8.0,4,,,2122.0
1B7UBrvbrrnvNswHL2AUHN,2.0,Van Quynh,,,,,24.0,1104.0,20.0,81,27,54,16.0,1,,,44651.0
6E2yG0gZpABtPZcZwqHkgq,1.0,Nguyen Hong Nhung,vietnamese pop,,,,23.0,2258.0,17.0,154,100,54,16.0,4,Pop sến loại 1,14.0,48005.0
4vs2AkDv5UQwDYmwr9CkT6,1.0,Thanh Ha,,,,,34.0,14506.0,20.0,188,131,57,16.0,1,Pop 9x nhạc sang,8.0,289866.0
1DOiJPXSa8eUgf0bTUeyn5,1.0,Thủy Tiên,,,,,20.0,14908.0,19.0,134,74,60,16.0,1,,,256489.0
4VMYDCV2IEDYJArk749S6m,1.0,Daddy Yankee,latin hip hop,reggaeton,trap latino,,87.0,29540792.0,13.0,118,74,44,40.0,9,,,11750.0
4tZwfgrHOc3mvqYlEYSvVi,1.0,Daft Punk,electro,filter house,,,80.0,8895069.0,8.0,27,17,10,40.0,0,,,2086.0
6HD2mo0Gz8wd8IbOXYwUfN,1.0,Daniel Merriweather,australian pop,,,,46.0,36434.0,13.0,15,2,13,24.0,3,,,27.0
64wt8mWN95IlFYslRqIlMD,1.0,Daniel O'Donnell,irish country,irish folk,,,44.0,38993.0,5.0,27,9,18,24.0,0,,,1824.0
7xTcuBOIAAIGDOSvwYFPzk,1.0,Daniel Powter,canadian pop,neo mellow,pop rock,,59.0,237054.0,13.0,49,17,32,24.0,3,,,569.0
6WiANXryTQJOTCM3z8jENM,1.0,December,korean pop,,,,29.0,6054.0,10.0,71,40,31,16.0,2,,,1468.0
5lT2Z4mvk3YMcy0P87Y8uZ,1.0,Hoàng Châu,,,,,17.0,1307.0,19.0,115,64,51,8.0,4,,,440066.0
5ShDv9XWXdA4k9xyrK1qjd,1.0,Huy Vũ,,,,,19.0,643.0,17.0,68,29,39,8.0,4,,,34991.0
2BT5812uC3XW9TukhlOfD0,2.0,Khánh Ly,v-pop,vietnamese bolero,vietnamese pop,,35.0,35846.0,19.0,146,107,39,16.0,4,,,208600.0
2zVedfIdQLsqDN0RgADAxc,1.0,La Suong Suong,,,,,2.0,127.0,20.0,31,6,25,8.0,4,Pop 2000 sến,3.0,2150.0
4VL1sTExExYI5pKxFhuxxD,1.0,Lâm Thúy Vân,vietnamese pop,,,,29.0,3139.0,19.0,125,73,52,16.0,4,,,85267.0
58xYgoHiYkFAM4cNJCvuWE,1.0,Lệ Thủy,,,,,12.0,1242.0,8.0,109,72,37,8.0,4,,,329227.0
4HmgBcUQQrxZ9UgzoBW7RJ,3.0,Ngoc Son,vietnamese bolero,vietnamese pop,,,25.0,30055.0,17.0,201,142,59,16.0,4,,,722142.0
321nGTqkdRThE4nA5PUqp7,1.0,Nhu Loan,v-pop,vietnamese pop,,,29.0,9257.0,19.0,159,114,45,16.0,4,,,47300.0
0P8IEJrM7oUTK4WwdMKsvS,2.0,1TYM,classic k-pop,korean old school hip hop,,,25.0,7159.0,11.0,22,6,16,16.0,2,,,373.0
033tY0EKEVdDtzoeEMMCJC,2.0,Phạm Quỳnh Anh,v-pop,,,,28.0,21327.0,16.0,146,87,59,16.0,1,Pop 2000,9.0,605421.0
6fvwPdTHctaY65nhFeodrs,1.0,Phương Thanh,v-pop,,,,27.0,12016.0,19.0,116,67,49,16.0,1,Pop 9x thị trường,2.0,326441.0
009DchB833vqAeN8v5zE4O,1.0,Tâm Đoan,vietnamese bolero,vietnamese pop,,,28.0,5250.0,17.0,143,98,45,16.0,4,,,360617.0
2kOGSFThgEzPEjL4fFB25w,1.0,Click-B,classic k-pop,k-rap,,,24.0,7433.0,15.0,46,31,15,16.0,2,,,1.0
4u62XpS3Cqe0nqrDfmtUqv,2.0,Cool,,,,,22.0,141.0,0.0,78,48,30,16.0,2,,,30881.0
1MF797sg8WfxKRXELhlqtT,2.0,As One,classic k-pop,,,,28.0,5494.0,15.0,24,9,15,16.0,2,,,229.0
5KPAddqEN2xZHp4jHxtpvP,1.0,Tuan Vu,vietnamese bolero,vietnamese pop,,,31.0,63047.0,17.0,169,117,52,16.0,4,,,599556.0
5snNHNlYT2UrtZo5HCJkiw,1.0,Epik High,k-pop,k-rap,korean old school hip hop,korean pop,55.0,630104.0,20.0,192,141,51,24.0,2,,,34180.0
3wRA5UYoo08BBKJnzyKkpF,1.0,f(x),k-pop,k-pop girl group,,,53.0,1186405.0,20.0,131,85,46,24.0,2,,,12672.0
6OqHoe06QuZrQaLONjeswV,1.0,Cattien,,,,,4.0,553.0,13.0,13,0,13,8.0,4,,,1895.0
3KgPJCmbTPmSJ8Riiii3KU,1.0,Điền Thái Toàn,,,,,0.0,36.0,0.0,43,8,35,8.0,1,Pop 2000,9.0,15887.0
7rlMZAZYtRkjFg4HHhvYeC,1.0,FLY TO THE SKY,classic k-pop,korean pop,,,28.0,49272.0,18.0,40,22,18,16.0,2,,,998.0
4P95HBikaVomMvtD6vg1vD,2.0,Elvis Phuong,vietnamese bolero,vietnamese pop,,,30.0,39333.0,16.0,215,169,46,16.0,4,,,87277.0
0PGzIIVMT5LetzEJUnAx9v,1.0,Han Thai Tu,,,,,1.0,1527.0,19.0,111,59,52,8.0,1,Pop 9x Sến,5.0,89146.0
2pIicUMaKL2mgq8qrZ5K53,1.0,Bobby Kim,,,,,3.0,162.0,3.0,3,0,3,8.0,2,,,338.0
0eu0y7eJ5NMo07NEQEIq1V,3.0,Black,new romantic,new wave,new wave pop,synthpop,52.0,43100.0,10.0,15,5,10,24.0,3,,,1.0
3BIvppm4DgaM4qNQy3ZC3I,1.0,Ngoc Huyen,,,,,0.0,2.0,0.0,88,53,35,8.0,4,,,30710.0
6LCX99hubn8CejiUtMCyyk,1.0,YOONA,korean pop,,,,36.0,308467.0,16.0,27,10,17,16.0,2,,,1851.0
0XMJw73nkvTjWdWBrbIoc1,1.0,Nguyen Hung,vietnamese pop,,,,28.0,5160.0,0.0,140,98,42,16.0,4,,,375436.0
6d76uYZOmDXuGs3kdbPW2Y,1.0,Infinite,,,,,2.0,12.0,0.0,50,21,29,8.0,2,,,14103.0
5jGYA5Yz8Tt8UFx5jbtxTy,1.0,Insooni,,,,,19.0,2572.0,9.0,10,1,9,8.0,2,,,7.0
7HaAgh7MMlWqCrVyfmBaJ3,1.0,Brian,,,,,5.0,77.0,16.0,16,0,16,8.0,2,,,16.0
2MMHHBwHK7jwIns4hcKIBe,1.0,Nhu Quynh,v-pop,vietnamese bolero,vietnamese pop,,41.0,118278.0,18.0,228,178,50,24.0,4,,,2456091.0
1gcRVXmxLnwzd7EJn5dLGD,2.0,Quang Dung,v-pop,vietnamese pop,,,35.0,172950.0,19.0,192,145,47,16.0,4,Pop 9x nhạc sang,8.0,755684.0
7c2DLQ7w7uZr6L4DLb2yqF,1.0,Thien Kim,vietnamese pop,,,,26.0,14537.0,19.0,149,108,41,16.0,4,,,27901.0
3m2Qhrny79rLRlL2Lt7f04,1.0,Thúy Vi,,,,,1.0,4.0,0.0,27,11,16,8.0,4,,,3151.0
2gScaMRuLR5xEN8x3h0Pq3,2.0,Tú Quyên,,,,,24.0,1149.0,19.0,113,68,45,16.0,4,,,60970.0
3NOy4VouufNkUdcPh7ouDv,2.0,Y Lan,vietnamese pop,,,,26.0,33956.0,19.0,211,171,40,16.0,4,,,68557.0
0uW6WjzKu7lQPlKJFZnKAi,2.0,Băng Tâm,,,,,23.0,3455.0,14.0,84,39,45,16.0,4,,,55989.0
4sB7Byv9cAeaPbR05YSQFR,1.0,Cẩm Vân,vietnamese pop,,,,26.0,2230.0,15.0,149,108,41,16.0,4,Pop 9x nhạc sang,8.0,92339.0
1QxDhdpQDAxevRaOWUDjPC,1.0,JTL,classic k-pop,k-rap,,,26.0,6254.0,17.0,69,20,49,16.0,2,,,14030.0
4XDi67ZENZcbfKnvMnTYsI,1.0,Jay Park,k-pop,k-rap,korean r&b,,67.0,1788416.0,19.0,79,38,41,32.0,2,,,18605.0
6evmYxFbDSIHilUaYC9MhL,1.0,JAURIM,k-indie,k-rock,,,42.0,50152.0,14.0,35,21,14,24.0,2,,,45.0
7CPDKin9ssSurk2Lc5Rzgr,1.0,Yoko Kanno,,,,,7.0,4422.0,4.0,4,0,4,8.0,11,,,16.0
1MturlEnPcoybcsZbrdEPB,1.0,Meng Jia,chinese electropop,,,,29.0,26467.0,2.0,4,2,2,16.0,8,,,6.0
4WItSECPefckW11qSnZXyv,1.0,JINUSEAN,classic k-pop,k-rap,,,28.0,24921.0,16.0,54,36,18,16.0,2,,,898.0
1FY6b8FV3KmqbQnY07T1f0,1.0,Jisun,,,,,15.0,2665.0,9.0,24,5,19,8.0,2,,,696.0
52IPniXhQmDTYa5xQnoA2K,1.0,Jo Sung Mo,korean pop,,,,28.0,18709.0,17.0,86,69,17,16.0,2,,,1.0
1d5q6P7ZrBxN0AlhwRI7EJ,1.0,Lee Jong Hyun(CNBLUE),,,,,4.0,1662.0,14.0,57,20,37,8.0,2,,,2431.0
5DKI4lr414kDPDuIU2BDR7,1.0,Joo,,,,,8.0,362.0,6.0,6,0,6,8.0,2,,,3.0
2cijK40RWU3ouFUnwW8v3K,1.0,KCM,korean pop,,,,32.0,31997.0,18.0,134,89,45,16.0,2,,,8089.0
6D9GJS8rFQHbVYqmopjUUj,1.0,Kang Sung Hoon,,,,,11.0,426.0,5.0,5,0,5,8.0,2,,,1.0
5Bm6d9Fbsmln3CpXv8VrMG,1.0,KANGTA,,,,,33.0,15119.0,16.0,35,14,21,16.0,2,,,1398.0
7aZ221EQfonNG2lO9Hh192,2.0,KARA,k-pop,k-pop girl group,,,49.0,459659.0,19.0,84,45,39,24.0,2,,,8296.0
20K5puLWHL28ckI4LjieDt,1.0,Kim Bum Soo,korean pop,,,,44.0,114920.0,20.0,109,69,40,24.0,2,,,9641.0
3zYyfrb4r6ZHI5Di0rB9bV,1.0,Kim Dong Ryul,k-indie,k-rock,korean pop,korean singer-songwriter,38.0,76897.0,16.0,72,56,16,16.0,2,,,44.0
0s0HWhClc8tr4PCgbX2iUY,1.0,KIM DONG WAN,,,,,7.0,3238.0,14.0,14,0,14,8.0,2,,,2.0
0rB9P2J3OkobNezpTBcXqE,1.0,Kim Hyun Joong,k-pop,,,,41.0,167223.0,16.0,30,14,16,24.0,2,,,402.0
2siHvYaxjaW5rKVRiIrMYH,1.0,Anastacia,dance pop,,,,60.0,309857.0,16.0,43,8,35,32.0,3,,,318.0
4Go2edA0Xg8dGxqEv0Znp6,1.0,Stone,,,,,6.0,6.0,5.0,5,0,5,8.0,18,,,3.0
74V3dE1a51skRkdII8y2C6,1.0,André 3000,atl hip hop,dirty south rap,southern hip hop,,60.0,251367.0,17.0,19,2,17,32.0,6,,,3.0
3EA9hVIzKfFiQI0Kikz2wo,1.0,Andrea Bocelli,classical tenor,italian tenor,operatic pop,,67.0,2219011.0,13.0,18,3,15,32.0,13,,,1823.0
1BmPsOK2Q7dn39KzD5gLnv,1.0,Andrea Corr,,,,,23.0,10665.0,9.0,10,1,9,16.0,3,,,3.0
4uSftVc3FPWe6RJuMZNEe9,1.0,Andrew Bird,baroque pop,chamber pop,chicago indie,indie folk,57.0,527065.0,5.0,16,11,5,24.0,12,,,1.0
7CyJIUpcWZK2zFM6gKLKvD,1.0,Andy Griggs,country,country road,,,41.0,89807.0,2.0,3,1,2,24.0,23,,,2.0
4sj6D0zlMOl25nprDJBiU9,1.0,Andy Williams,adult standards,brill building pop,easy listening,lounge,58.0,444657.0,19.0,96,40,56,24.0,7,,,3292.0
0MRiOTUJTYnn2DFzdKwRPH,1.0,CROWN J,,,,,24.0,131.0,14.0,14,0,14,16.0,2,,,9.0
3mifQJuBZSvh5KRwRptZO0,1.0,Eru,,,,,25.0,2799.0,10.0,26,16,10,16.0,2,,,260.0
0QqZruAAbmMGRhkYiyOT5a,3.0,Evan,,,,,11.0,893.0,4.0,6,2,4,8.0,16,,,4.0
3hzcooxMtbApMTvvn6XKVA,1.0,G.NA,k-pop,,,,41.0,158583.0,20.0,106,85,21,24.0,2,,,768.0
3KV3p5EY4AvKxOlhGHORLg,4.0,Jeremih,chicago rap,dance pop,pop,pop rap,74.0,5914839.0,18.0,39,18,21,32.0,0,,,258.0
23zg3TcAtWQy7J6upgbUnj,1.0,Usher,atl hip hop,contemporary r&b,dance pop,pop,78.0,9988360.0,19.0,133,78,55,32.0,0,,,21922.0
3X458ddYA2YcVWuVIGGOYe,1.0,Toni Braxton,contemporary r&b,dance pop,hip pop,neo soul,62.0,3389424.0,16.0,152,110,42,32.0,3,,,22267.0
31TPClRtHm23RisEBtV3X7,1.0,Justin Timberlake,dance pop,pop,,,80.0,12194004.0,20.0,112,54,58,40.0,0,,,41488.0
5WAoD69kntiU9XUcwVdHoN,1.0,Ace Of Base,,,,,0.0,2.0,0.0,61,37,24,8.0,3,,,4075.0
30b9WulBM8sFuBo17nNq9c,1.0,G-DRAGON,k-pop,k-rap,,,59.0,2745213.0,20.0,125,83,42,24.0,2,,,80443.0
0p4nmQO2msCgU4IF37Wi3j,2.0,Avril Lavigne,canadian pop,candy pop,dance pop,pop,76.0,9117733.0,20.0,143,84,59,32.0,3,,,17293.0
3ahVFszO9ucf8JQLCNQeYA,1.0,Anggun,indonesian pop,indonesian rock,,,44.0,54742.0,3.0,4,1,3,24.0,28,,,24.0
5zzrJD2jXrE9dZ1AklRFcL,1.0,KT Tunstall,acoustic pop,lilith,neo mellow,pop rock,60.0,371074.0,14.0,35,21,14,32.0,3,,,41.0
2hWr3AjjKOCVmWcwvuT4uM,1.0,Angie Stone,neo soul,r&b,soul,urban contemporary,53.0,590303.0,7.0,22,15,7,24.0,3,,,13.0
0f5x4P8SybbRdpVr4idUwd,1.0,Da Mouth,mandopop,taiwan pop,,,40.0,32708.0,0.0,6,6,0,24.0,8,,,1.0
5LwiBgLTllBUiqQGNiQ7jY,1.0,Hong Jin Young,k-pop,korean pop,trot,,39.0,46446.0,19.0,88,29,59,16.0,2,,,10278.0
0AiTwNtYX8m4uhfU7rJ8RD,1.0,Ani DiFranco,anti-folk,buffalo ny indie,ectofolk,lilith,47.0,216848.0,7.0,13,6,7,24.0,3,,,1.0
0bOlhT8OcoC1lCpN69NcFP,1.0,Kat Deluna,dance pop,post-teen pop,,,51.0,711889.0,16.0,63,37,26,24.0,0,,,282.0
46CH1Gp8l8QVly8bpG9JFG,1.0,Anita Baker,contemporary r&b,funk,neo soul,quiet storm,55.0,1066660.0,15.0,21,6,15,24.0,3,,,1.0
4TLa0kT51CH1Qc7HdkqnCj,2.0,Hey,,,,,17.0,388.0,17.0,17,0,17,8.0,2,,,159.0
3LLNDXrxL4uxXtnUJS5XWM,1.0,Alexander Rybak,eurovision,,,,61.0,263433.0,7.0,32,1,31,32.0,0,,,4497.0
4lPDIYPFDs5gpcToUczJDs,1.0,Ann Wilson,album rock,,,,42.0,16850.0,5.0,54,25,29,24.0,3,,,7460.0
4jWzNq3sdzSpqn7BnzvIKn,1.0,Memphis Bleek,east coast hip hop,gangster rap,hardcore hip hop,hip hop,51.0,337159.0,15.0,52,37,15,24.0,6,,,1.0
4LoM3lMauQ540MW9QiyIcR,1.0,Anna Nalick,acoustic pop,lilith,neo mellow,,48.0,150522.0,13.0,34,21,13,24.0,3,,,1.0
5K4W6rqBFWDnAN6FQUkS6x,1.0,Kanye West,chicago rap,rap,,,91.0,18243291.0,20.0,28,5,23,40.0,0,,,925.0
4ezpY3tmP9KtaOOnWpDmIp,2.0,Hwanhee,korean ost,korean pop,,,29.0,21153.0,12.0,80,55,25,16.0,2,,,249.0
0fA0VVWsXO9YnASrzqfmYu,1.0,Kid Cudi,hip hop,ohio hip hop,rap,,81.0,6015038.0,19.0,26,7,19,40.0,6,,,281.0
3qg78GGGWP04yTv0ZQMsXl,1.0,Anna Vissi,classic greek pop,cypriot pop,greek pop,laiko,49.0,101849.0,1.0,3,2,1,24.0,29,,,5.0
7dGJo4pcD2V6oG8kP0tJRR,1.0,Eminem,detroit hip hop,hip hop,rap,,90.0,59484758.0,17.0,19,2,17,40.0,6,,,3647.0
7hJcb9fa4alzcOq3EaNPoG,1.0,Snoop Dogg,g funk,gangster rap,hip hop,pop rap,83.0,8708991.0,14.0,59,22,37,40.0,0,,,5791.0
5MspMQqdVbdwP6ax3GXqum,1.0,Annie Lennox,mellow gold,new wave pop,pop rock,singer-songwriter,69.0,1256423.0,17.0,53,25,28,32.0,3,,,489.0
4S9EykWXhStSc15wEx8QFK,1.0,Céline Dion,canadian pop,,,,73.0,6560300.0,20.0,146,103,43,32.0,3,,,84759.0
3aQeKQSyrW4qWr35idm0cy,1.0,T-Pain,dance pop,hip hop,pop rap,r&b,76.0,3992873.0,19.0,72,17,55,32.0,0,,,8241.0
2nfy0nJ70ftD2p3WeEVrw9,2.0,Quoc Dai,v-pop,vietnamese bolero,vietnamese pop,,25.0,9417.0,18.0,150,101,49,16.0,4,,,898377.0
1NjP7vajmbOlCRL4VdZ7Fq,2.0,Hoài Linh,,,,,3.0,767.0,18.0,91,33,58,8.0,4,,,100451.0
6MTByljF8u5omBltY2VKPU,1.0,Anoushka Shankar,indian fusion,sitar,world,world fusion,45.0,210279.0,2.0,9,7,2,24.0,22,,,9.0
1Y8cdNmUJH7yBTd9yOvr5i,1.0,Destiny's Child,dance pop,girl group,hip pop,pop,70.0,5794122.0,18.0,103,53,50,32.0,3,,,3045.0
55Aa2cqylxrFIXC767Z865,1.0,Lil Wayne,hip hop,new orleans rap,pop rap,rap,85.0,12615693.0,18.0,93,42,51,40.0,0,,,8483.0
0jnsk9HBra6NMjO2oANoPY,1.0,Flo Rida,dance pop,miami hip hop,pop,pop rap,77.0,8652688.0,19.0,106,49,57,32.0,0,,,12157.0
0SjJhjgc1D572KAnWda6rl,2.0,Doan Trang,v-pop,,,,8.0,5779.0,20.0,67,13,54,8.0,1,Pop 9x thị trường,2.0,18250.0
1Ojlaft4lVzMCyppQSvDAV,2.0,Duc Tuan,v-pop,vietnamese pop,,,23.0,19210.0,19.0,170,131,39,16.0,4,,,52548.0
50srtWWaVOkSkr6oSpk4eb,1.0,Dương Ngọc Thái,vietnamese bolero,,,,20.0,3507.0,13.0,152,108,44,16.0,4,,,1079258.0
5qK5bOC6wLtuLhG5KvU17c,1.0,Lil Mama,hip pop,pop rap,trap queen,,49.0,73584.0,17.0,20,2,18,24.0,3,,,484.0
0MDeZ8vIkpFX3QkvY0el6B,3.0,Duy Manh,v-pop,vietnamese bolero,vietnamese pop,,28.0,118300.0,20.0,137,89,48,16.0,1,Pop 9x Sến,5.0,779182.0
6LqNN22kT3074XbTVUrhzX,1.0,Kesha,dance pop,pop,post-teen pop,,76.0,7426417.0,19.0,92,46,46,32.0,0,,,48448.0
1beCAI8KBR7YzsRUwazS2v,2.0,G.O.D,,,,,2.0,157.0,11.0,20,5,15,8.0,2,,,193.0
0jFz5Fa0pFuiTZsvJXBMVI,2.0,Vân Quang Long,,,,,12.0,1046.0,19.0,119,68,51,8.0,1,Pop 9x Sến,5.0,332573.0
4S7mAJFFsYYZE3gTYuf254,1.0,Chiaki Ishikawa,anime,,,,33.0,30342.0,13.0,33,20,13,16.0,11,,,13.0
3hYLJPJuDyblFKersEaFd6,1.0,Antonello Venditti,canzone d'autore,classic italian pop,italian adult pop,,56.0,640050.0,8.0,11,3,8,24.0,25,,,3.0
4Lm0pUvmisUHMdoky5ch2I,1.0,Apocalyptica,alternative metal,bow pop,cello,finnish metal,60.0,864846.0,12.0,16,4,12,32.0,14,,,83.0
7Ln80lUS6He07XvHI8qqHH,1.0,Arctic Monkeys,garage rock,modern rock,permanent wave,rock,86.0,15980788.0,12.0,16,2,14,40.0,12,,,342.0
1DOiJPXSa8eUgf0bTUeyn5,1.0,Thủy Tiên,,,,,20.0,14908.0,19.0,85,47,38,16.0,4,,,27919.0
4rY8uzWCE4hIF6PSnMFaHk,1.0,Henry Chuc,,,,,11.0,42.0,19.0,36,5,31,8.0,4,,,3457.0
1JeOCwU05cPmENrvuQcBCz,2.0,Hoa Mi,vietnamese bolero,vietnamese pop,,,10.0,3083.0,17.0,109,76,33,8.0,4,,,50590.0
7nwUJBm0HE4ZxD3f5cy5ok,1.0,Aretha Franklin,classic soul,jazz blues,memphis soul,soul,69.0,2968907.0,16.0,28,12,16,32.0,3,,,1016.0
7KOMoBXp30tI5E6SA0NQVn,1.0,Huong Lan,vietnamese bolero,vietnamese pop,,,30.0,53029.0,17.0,235,180,55,16.0,4,,,765119.0
4hqDqHtBlgxXpLXVYf7c8L,1.0,Ashlee Simpson,dance pop,post-teen pop,,,49.0,870065.0,19.0,53,34,19,24.0,3,,,18.0
4icTNm7NAspqaHEg3sOQ92,1.0,Khả Tú,,,,,2.0,71.0,9.0,94,49,45,8.0,4,,,40595.0
1S0Bsmjx0UHR7oz0JsZ3G4,1.0,Lương Gia Huy,vinahouse,,,,20.0,1164.0,16.0,123,77,46,16.0,1,,,719709.0
380DW51qbu5pSP8crFRIII,2.0,YUKI,j-pop,j-poprock,j-rock,,47.0,196928.0,9.0,18,9,9,24.0,11,,,67.0
6JMHws5haIO6V35YNYDnDw,1.0,Atomic Kitten,bubblegum dance,candy pop,dance pop,europop,57.0,388519.0,16.0,59,36,23,24.0,3,,,549.0
0nmQIMXWTXfhgOBdNzhGOs,1.0,Avenged Sevenfold,alternative metal,nu metal,,,73.0,5637781.0,15.0,18,3,15,32.0,14,,,14.0
1qto4hHid1P71emI6Fd8xi,1.0,Aventura,bachata,bachata dominicana,latin hip hop,latin pop,77.0,6415018.0,11.0,16,4,12,32.0,9,,,394.0
5IVMZUVZAjWlawZ0eGfvOK,1.0,Junko Iwao,,,,,14.0,1522.0,4.0,4,0,4,8.0,11,,,4.0
7mAczrzrX3yC9yix8DM1YV,1.0,Yoshimi Iwasaki,anime,idol kayo,japanese new wave,,37.0,21709.0,4.0,18,10,8,16.0,11,,,4.0
5xLSa7l4IV1gsQfhAMvl0U,1.0,B.B. King,blues,blues rock,classic rock,electric blues,62.0,2453321.0,9.0,15,6,9,32.0,3,,,125.0
5rSXSAkZ67PYJSvpUpkOr7,1.0,Backstreet Boys,boy band,dance pop,,,74.0,4730883.0,20.0,139,94,45,32.0,3,,,85140.0
3sc7iUG1Wwpwx7bHeZolgx,1.0,Bananarama,dance pop,disco,europop,girl group,57.0,649264.0,13.0,64,38,26,24.0,3,,,416.0
5tth2a3v0sWwV1C7bApBdX,1.0,Lil' Kim,dance pop,east coast hip hop,gangster rap,hip hop,65.0,1462246.0,16.0,87,46,41,32.0,3,,,1937.0
79Xp2rRN7wdsaTJgttdX3K,1.0,Cody Simpson,australian pop,dance pop,pop,post-teen pop,57.0,1401811.0,18.0,39,21,18,24.0,0,,,21.0
7bXgB6jMjp9ATFy66eO08Z,1.0,Chris Brown,dance pop,pop,r&b,,88.0,16941364.0,20.0,135,75,60,40.0,0,,,110533.0
7jmTilWYlKOuavFfmQAcu6,1.0,Barbra Streisand,adult standards,disco,hollywood,mellow gold,63.0,1217372.0,18.0,117,71,46,32.0,3,,,12917.0
7gOdHgIoIKoe4i9Tta6qdD,1.0,Jonas Brothers,boy band,dance pop,pop,post-teen pop,75.0,6500816.0,17.0,55,24,31,32.0,0,,,1378.0
0dEvJpkqhrcn64d3oI8v79,1.0,Barenaked Ladies,canadian pop,canadian rock,comic,neo mellow,60.0,680362.0,7.0,16,9,7,32.0,3,,,2.0
0C8ZW7ezQVs4URX5aX7Kqx,1.0,Selena Gomez,dance pop,pop,post-teen pop,uk pop,82.0,37409617.0,20.0,116,67,49,40.0,0,,,25553.0
5YGY8feqx7naU7z4HrwZM6,1.0,Miley Cyrus,dance pop,pop,,,81.0,18949194.0,20.0,112,58,54,40.0,0,,,64051.0
6S2OmqARrzebs0tKUEyXyp,1.0,Demi Lovato,dance pop,pop,post-teen pop,uk pop,81.0,23240063.0,19.0,114,59,55,40.0,0,,,11621.0
1ryIDQiTzFFxHmmjijqghs,1.0,Drew Seeley,post-teen pop,,,,44.0,158453.0,7.0,26,19,7,24.0,0,,,8.0
